StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-01-05T03:00+00:00Z,2022-01-05T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,7584
2022-01-05T04:00+00:00Z,2022-01-05T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,8143
2022-01-05T05:00+00:00Z,2022-01-05T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,9645
2022-01-05T06:00+00:00Z,2022-01-05T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,10014
2022-01-05T07:00+00:00Z,2022-01-05T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,10091
2022-01-05T08:00+00:00Z,2022-01-05T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,10094
2022-01-05T09:00+00:00Z,2022-01-05T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,10163
2022-01-05T10:00+00:00Z,2022-01-05T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,10126
2022-01-05T11:00+00:00Z,2022-01-05T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,10067
2022-01-05T12:00+00:00Z,2022-01-05T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,9952
2022-01-05T13:00+00:00Z,2022-01-05T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,9841
2022-01-05T14:00+00:00Z,2022-01-05T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,10016
2022-01-05T15:00+00:00Z,2022-01-05T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,9888
2022-01-05T16:00+00:00Z,2022-01-05T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,9634
2022-01-05T17:00+00:00Z,2022-01-05T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,9817
2022-01-05T18:00+00:00Z,2022-01-05T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,9749
2022-01-05T19:00+00:00Z,2022-01-05T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,8771
2022-01-05T20:00+00:00Z,2022-01-05T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,7822
2022-01-05T21:00+00:00Z,2022-01-05T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,7217
2022-01-05T22:00+00:00Z,2022-01-05T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,6912
2022-01-05T23:00+00:00Z,2022-01-06T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,6947
2022-01-06T00:00+00:00Z,2022-01-06T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,6827
2022-01-06T01:00+00:00Z,2022-01-06T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,6882
2022-01-06T02:00+00:00Z,2022-01-06T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,6928
2022-01-06T03:00+00:00Z,2022-01-06T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,6847
2022-01-06T04:00+00:00Z,2022-01-06T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,6939
2022-01-06T05:00+00:00Z,2022-01-06T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,7096
2022-01-06T06:00+00:00Z,2022-01-06T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,7591
2022-01-06T07:00+00:00Z,2022-01-06T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,7886
2022-01-06T08:00+00:00Z,2022-01-06T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,7939
2022-01-06T09:00+00:00Z,2022-01-06T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,7791
2022-01-06T10:00+00:00Z,2022-01-06T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,7817
2022-01-06T11:00+00:00Z,2022-01-06T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,7968
2022-01-06T12:00+00:00Z,2022-01-06T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,7931
2022-01-06T13:00+00:00Z,2022-01-06T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,7854
2022-01-06T14:00+00:00Z,2022-01-06T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,7950
2022-01-06T15:00+00:00Z,2022-01-06T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,7941
2022-01-06T16:00+00:00Z,2022-01-06T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,7938
2022-01-06T17:00+00:00Z,2022-01-06T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,7865
2022-01-06T18:00+00:00Z,2022-01-06T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,7863
2022-01-06T19:00+00:00Z,2022-01-06T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,7672
2022-01-06T20:00+00:00Z,2022-01-06T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,7184
2022-01-06T21:00+00:00Z,2022-01-06T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,7023
2022-01-06T22:00+00:00Z,2022-01-06T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,7135
2022-01-06T23:00+00:00Z,2022-01-07T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,7399
2022-01-07T00:00+00:00Z,2022-01-07T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,7091
2022-01-07T01:00+00:00Z,2022-01-07T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,7215
2022-01-07T02:00+00:00Z,2022-01-07T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,7315
2022-01-07T03:00+00:00Z,2022-01-07T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,7602
2022-01-07T04:00+00:00Z,2022-01-07T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,8006
2022-01-07T05:00+00:00Z,2022-01-07T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,8622
2022-01-07T06:00+00:00Z,2022-01-07T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,8784
2022-01-07T07:00+00:00Z,2022-01-07T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,8725
2022-01-07T08:00+00:00Z,2022-01-07T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,8629
2022-01-07T09:00+00:00Z,2022-01-07T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,8844
2022-01-07T10:00+00:00Z,2022-01-07T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,8606
2022-01-07T11:00+00:00Z,2022-01-07T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,8492
2022-01-07T12:00+00:00Z,2022-01-07T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,9172
2022-01-07T13:00+00:00Z,2022-01-07T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,9507
2022-01-07T14:00+00:00Z,2022-01-07T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,9607
2022-01-07T15:00+00:00Z,2022-01-07T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,9233
2022-01-07T16:00+00:00Z,2022-01-07T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,8997
2022-01-07T17:00+00:00Z,2022-01-07T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,9210
2022-01-07T18:00+00:00Z,2022-01-07T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,9259
2022-01-07T19:00+00:00Z,2022-01-07T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,8461
2022-01-07T20:00+00:00Z,2022-01-07T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,8012
2022-01-07T21:00+00:00Z,2022-01-07T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,8155
2022-01-07T22:00+00:00Z,2022-01-07T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,7674
2022-01-07T23:00+00:00Z,2022-01-08T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,7903
2022-01-08T00:00+00:00Z,2022-01-08T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,7897
2022-01-08T01:00+00:00Z,2022-01-08T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,7862
2022-01-08T02:00+00:00Z,2022-01-08T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,7909
2022-01-08T03:00+00:00Z,2022-01-08T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,7938
2022-01-08T04:00+00:00Z,2022-01-08T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,7821
2022-01-08T05:00+00:00Z,2022-01-08T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,7848
2022-01-08T06:00+00:00Z,2022-01-08T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,7653
2022-01-08T07:00+00:00Z,2022-01-08T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,7982
2022-01-08T08:00+00:00Z,2022-01-08T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,8490
2022-01-08T09:00+00:00Z,2022-01-08T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,8290
2022-01-08T10:00+00:00Z,2022-01-08T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,8419
2022-01-08T11:00+00:00Z,2022-01-08T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,7908
2022-01-08T12:00+00:00Z,2022-01-08T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,7850
2022-01-08T13:00+00:00Z,2022-01-08T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,8251
2022-01-08T14:00+00:00Z,2022-01-08T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,8493
2022-01-08T15:00+00:00Z,2022-01-08T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,8474
2022-01-08T16:00+00:00Z,2022-01-08T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,8323
2022-01-08T17:00+00:00Z,2022-01-08T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,8253
2022-01-08T18:00+00:00Z,2022-01-08T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,8244
2022-01-08T19:00+00:00Z,2022-01-08T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,8007
2022-01-08T20:00+00:00Z,2022-01-08T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,7590
2022-01-08T21:00+00:00Z,2022-01-08T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,7214
2022-01-08T22:00+00:00Z,2022-01-08T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,6706
2022-01-08T23:00+00:00Z,2022-01-09T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,6791
2022-01-09T00:00+00:00Z,2022-01-09T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,6608
2022-01-09T01:00+00:00Z,2022-01-09T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,6646
2022-01-09T02:00+00:00Z,2022-01-09T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,6701
2022-01-09T03:00+00:00Z,2022-01-09T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,6672
2022-01-09T04:00+00:00Z,2022-01-09T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,6651
2022-01-09T05:00+00:00Z,2022-01-09T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,6683
2022-01-09T06:00+00:00Z,2022-01-09T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,6682
2022-01-09T07:00+00:00Z,2022-01-09T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,6747
2022-01-09T08:00+00:00Z,2022-01-09T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,7397
2022-01-09T09:00+00:00Z,2022-01-09T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,7245
2022-01-09T10:00+00:00Z,2022-01-09T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,7020
2022-01-09T11:00+00:00Z,2022-01-09T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,7417
2022-01-09T12:00+00:00Z,2022-01-09T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,7638
2022-01-09T13:00+00:00Z,2022-01-09T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,7770
2022-01-09T14:00+00:00Z,2022-01-09T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,7870
2022-01-09T15:00+00:00Z,2022-01-09T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,7818
2022-01-09T16:00+00:00Z,2022-01-09T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,7846
2022-01-09T17:00+00:00Z,2022-01-09T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,7946
2022-01-09T18:00+00:00Z,2022-01-09T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,8011
2022-01-09T19:00+00:00Z,2022-01-09T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,7958
2022-01-09T20:00+00:00Z,2022-01-09T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,7675
2022-01-09T21:00+00:00Z,2022-01-09T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,7287
2022-01-09T22:00+00:00Z,2022-01-09T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,7343
2022-01-09T23:00+00:00Z,2022-01-10T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,7774
2022-01-10T00:00+00:00Z,2022-01-10T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,7902
2022-01-10T01:00+00:00Z,2022-01-10T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,7772
2022-01-10T02:00+00:00Z,2022-01-10T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,8123
2022-01-10T03:00+00:00Z,2022-01-10T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,8799
2022-01-10T04:00+00:00Z,2022-01-10T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,9845
2022-01-10T05:00+00:00Z,2022-01-10T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,11119
2022-01-10T06:00+00:00Z,2022-01-10T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,11302
2022-01-10T07:00+00:00Z,2022-01-10T08:00+00:00Z,10YPL-AREA-----S,MAW,B05,11618
2022-01-10T08:00+00:00Z,2022-01-10T09:00+00:00Z,10YPL-AREA-----S,MAW,B05,11631
2022-01-10T09:00+00:00Z,2022-01-10T10:00+00:00Z,10YPL-AREA-----S,MAW,B05,11561
2022-01-10T10:00+00:00Z,2022-01-10T11:00+00:00Z,10YPL-AREA-----S,MAW,B05,11551
2022-01-10T11:00+00:00Z,2022-01-10T12:00+00:00Z,10YPL-AREA-----S,MAW,B05,11523
2022-01-10T12:00+00:00Z,2022-01-10T13:00+00:00Z,10YPL-AREA-----S,MAW,B05,11714
2022-01-10T13:00+00:00Z,2022-01-10T14:00+00:00Z,10YPL-AREA-----S,MAW,B05,11805
2022-01-10T14:00+00:00Z,2022-01-10T15:00+00:00Z,10YPL-AREA-----S,MAW,B05,11955
2022-01-10T15:00+00:00Z,2022-01-10T16:00+00:00Z,10YPL-AREA-----S,MAW,B05,11721
2022-01-10T16:00+00:00Z,2022-01-10T17:00+00:00Z,10YPL-AREA-----S,MAW,B05,11591
2022-01-10T17:00+00:00Z,2022-01-10T18:00+00:00Z,10YPL-AREA-----S,MAW,B05,11587
2022-01-10T18:00+00:00Z,2022-01-10T19:00+00:00Z,10YPL-AREA-----S,MAW,B05,11425
2022-01-10T19:00+00:00Z,2022-01-10T20:00+00:00Z,10YPL-AREA-----S,MAW,B05,10670
2022-01-10T20:00+00:00Z,2022-01-10T21:00+00:00Z,10YPL-AREA-----S,MAW,B05,9632
2022-01-10T21:00+00:00Z,2022-01-10T22:00+00:00Z,10YPL-AREA-----S,MAW,B05,9241
2022-01-10T22:00+00:00Z,2022-01-10T23:00+00:00Z,10YPL-AREA-----S,MAW,B05,9007
2022-01-10T23:00+00:00Z,2022-01-11T00:00+00:00Z,10YPL-AREA-----S,MAW,B05,9297
2022-01-11T00:00+00:00Z,2022-01-11T01:00+00:00Z,10YPL-AREA-----S,MAW,B05,9270
2022-01-11T01:00+00:00Z,2022-01-11T02:00+00:00Z,10YPL-AREA-----S,MAW,B05,9328
2022-01-11T02:00+00:00Z,2022-01-11T03:00+00:00Z,10YPL-AREA-----S,MAW,B05,9575
2022-01-11T03:00+00:00Z,2022-01-11T04:00+00:00Z,10YPL-AREA-----S,MAW,B05,9823
2022-01-11T04:00+00:00Z,2022-01-11T05:00+00:00Z,10YPL-AREA-----S,MAW,B05,10784
2022-01-11T05:00+00:00Z,2022-01-11T06:00+00:00Z,10YPL-AREA-----S,MAW,B05,12168
2022-01-11T06:00+00:00Z,2022-01-11T07:00+00:00Z,10YPL-AREA-----S,MAW,B05,12450
