StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-01-02T00:00+00:00Z,2022-01-02T01:00+00:00Z,10YSE-1--------K,MAW,B19,6296
2022-01-02T01:00+00:00Z,2022-01-02T02:00+00:00Z,10YSE-1--------K,MAW,B19,6257
2022-01-02T02:00+00:00Z,2022-01-02T03:00+00:00Z,10YSE-1--------K,MAW,B19,6034
2022-01-02T03:00+00:00Z,2022-01-02T04:00+00:00Z,10YSE-1--------K,MAW,B19,5732
2022-01-02T04:00+00:00Z,2022-01-02T05:00+00:00Z,10YSE-1--------K,MAW,B19,5394
2022-01-02T05:00+00:00Z,2022-01-02T06:00+00:00Z,10YSE-1--------K,MAW,B19,5004
2022-01-02T06:00+00:00Z,2022-01-02T07:00+00:00Z,10YSE-1--------K,MAW,B19,4738
2022-01-02T07:00+00:00Z,2022-01-02T08:00+00:00Z,10YSE-1--------K,MAW,B19,4387
2022-01-02T08:00+00:00Z,2022-01-02T09:00+00:00Z,10YSE-1--------K,MAW,B19,4095
2022-01-02T09:00+00:00Z,2022-01-02T10:00+00:00Z,10YSE-1--------K,MAW,B19,3771
2022-01-02T10:00+00:00Z,2022-01-02T11:00+00:00Z,10YSE-1--------K,MAW,B19,3636
2022-01-02T11:00+00:00Z,2022-01-02T12:00+00:00Z,10YSE-1--------K,MAW,B19,3356
2022-01-02T12:00+00:00Z,2022-01-02T13:00+00:00Z,10YSE-1--------K,MAW,B19,3092
2022-01-02T13:00+00:00Z,2022-01-02T14:00+00:00Z,10YSE-1--------K,MAW,B19,2810
2022-01-02T14:00+00:00Z,2022-01-02T15:00+00:00Z,10YSE-1--------K,MAW,B19,2604
2022-01-02T15:00+00:00Z,2022-01-02T16:00+00:00Z,10YSE-1--------K,MAW,B19,2462
2022-01-02T16:00+00:00Z,2022-01-02T17:00+00:00Z,10YSE-1--------K,MAW,B19,2421
2022-01-02T17:00+00:00Z,2022-01-02T18:00+00:00Z,10YSE-1--------K,MAW,B19,2360
2022-01-02T18:00+00:00Z,2022-01-02T19:00+00:00Z,10YSE-1--------K,MAW,B19,2369
2022-01-02T19:00+00:00Z,2022-01-02T20:00+00:00Z,10YSE-1--------K,MAW,B19,2410
2022-01-02T20:00+00:00Z,2022-01-02T21:00+00:00Z,10YSE-1--------K,MAW,B19,2610
2022-01-02T21:00+00:00Z,2022-01-02T22:00+00:00Z,10YSE-1--------K,MAW,B19,2647
2022-01-02T22:00+00:00Z,2022-01-02T23:00+00:00Z,10YSE-1--------K,MAW,B19,2723
2022-01-02T23:00+00:00Z,2022-01-03T00:00+00:00Z,10YSE-1--------K,MAW,B19,2811
2022-01-03T00:00+00:00Z,2022-01-03T01:00+00:00Z,10YSE-1--------K,MAW,B19,2672
2022-01-03T01:00+00:00Z,2022-01-03T02:00+00:00Z,10YSE-1--------K,MAW,B19,2652
2022-01-03T02:00+00:00Z,2022-01-03T03:00+00:00Z,10YSE-1--------K,MAW,B19,2609
2022-01-03T03:00+00:00Z,2022-01-03T04:00+00:00Z,10YSE-1--------K,MAW,B19,2539
2022-01-03T04:00+00:00Z,2022-01-03T05:00+00:00Z,10YSE-1--------K,MAW,B19,2583
2022-01-03T05:00+00:00Z,2022-01-03T06:00+00:00Z,10YSE-1--------K,MAW,B19,2622
2022-01-03T06:00+00:00Z,2022-01-03T07:00+00:00Z,10YSE-1--------K,MAW,B19,2620
2022-01-03T07:00+00:00Z,2022-01-03T08:00+00:00Z,10YSE-1--------K,MAW,B19,2559
2022-01-03T08:00+00:00Z,2022-01-03T09:00+00:00Z,10YSE-1--------K,MAW,B19,2718
2022-01-03T09:00+00:00Z,2022-01-03T10:00+00:00Z,10YSE-1--------K,MAW,B19,2970
2022-01-03T10:00+00:00Z,2022-01-03T11:00+00:00Z,10YSE-1--------K,MAW,B19,2957
2022-01-03T11:00+00:00Z,2022-01-03T12:00+00:00Z,10YSE-1--------K,MAW,B19,3180
2022-01-03T12:00+00:00Z,2022-01-03T13:00+00:00Z,10YSE-1--------K,MAW,B19,3346
2022-01-03T13:00+00:00Z,2022-01-03T14:00+00:00Z,10YSE-1--------K,MAW,B19,3615
2022-01-03T14:00+00:00Z,2022-01-03T15:00+00:00Z,10YSE-1--------K,MAW,B19,3857
2022-01-03T15:00+00:00Z,2022-01-03T16:00+00:00Z,10YSE-1--------K,MAW,B19,4090
2022-01-03T16:00+00:00Z,2022-01-03T17:00+00:00Z,10YSE-1--------K,MAW,B19,4355
2022-01-03T17:00+00:00Z,2022-01-03T18:00+00:00Z,10YSE-1--------K,MAW,B19,4530
2022-01-03T18:00+00:00Z,2022-01-03T19:00+00:00Z,10YSE-1--------K,MAW,B19,4680
2022-01-03T19:00+00:00Z,2022-01-03T20:00+00:00Z,10YSE-1--------K,MAW,B19,4788
2022-01-03T20:00+00:00Z,2022-01-03T21:00+00:00Z,10YSE-1--------K,MAW,B19,4870
2022-01-03T21:00+00:00Z,2022-01-03T22:00+00:00Z,10YSE-1--------K,MAW,B19,5026
2022-01-03T22:00+00:00Z,2022-01-03T23:00+00:00Z,10YSE-1--------K,MAW,B19,5154
2022-01-03T23:00+00:00Z,2022-01-04T00:00+00:00Z,10YSE-1--------K,MAW,B19,5021
2022-01-04T00:00+00:00Z,2022-01-04T01:00+00:00Z,10YSE-1--------K,MAW,B19,4839
2022-01-04T01:00+00:00Z,2022-01-04T02:00+00:00Z,10YSE-1--------K,MAW,B19,4749
2022-01-04T02:00+00:00Z,2022-01-04T03:00+00:00Z,10YSE-1--------K,MAW,B19,4669
2022-01-04T03:00+00:00Z,2022-01-04T04:00+00:00Z,10YSE-1--------K,MAW,B19,4713
2022-01-04T04:00+00:00Z,2022-01-04T05:00+00:00Z,10YSE-1--------K,MAW,B19,4589
2022-01-04T05:00+00:00Z,2022-01-04T06:00+00:00Z,10YSE-1--------K,MAW,B19,4432
2022-01-04T06:00+00:00Z,2022-01-04T07:00+00:00Z,10YSE-1--------K,MAW,B19,4154
2022-01-04T07:00+00:00Z,2022-01-04T08:00+00:00Z,10YSE-1--------K,MAW,B19,4062
2022-01-04T08:00+00:00Z,2022-01-04T09:00+00:00Z,10YSE-1--------K,MAW,B19,3720
2022-01-04T09:00+00:00Z,2022-01-04T10:00+00:00Z,10YSE-1--------K,MAW,B19,3534
2022-01-04T10:00+00:00Z,2022-01-04T11:00+00:00Z,10YSE-1--------K,MAW,B19,3244
2022-01-04T11:00+00:00Z,2022-01-04T12:00+00:00Z,10YSE-1--------K,MAW,B19,3127
2022-01-04T12:00+00:00Z,2022-01-04T13:00+00:00Z,10YSE-1--------K,MAW,B19,3110
2022-01-04T13:00+00:00Z,2022-01-04T14:00+00:00Z,10YSE-1--------K,MAW,B19,2993
2022-01-04T14:00+00:00Z,2022-01-04T15:00+00:00Z,10YSE-1--------K,MAW,B19,2868
2022-01-04T15:00+00:00Z,2022-01-04T16:00+00:00Z,10YSE-1--------K,MAW,B19,2771
2022-01-04T16:00+00:00Z,2022-01-04T17:00+00:00Z,10YSE-1--------K,MAW,B19,2656
2022-01-04T17:00+00:00Z,2022-01-04T18:00+00:00Z,10YSE-1--------K,MAW,B19,2578
2022-01-04T18:00+00:00Z,2022-01-04T19:00+00:00Z,10YSE-1--------K,MAW,B19,2568
2022-01-04T19:00+00:00Z,2022-01-04T20:00+00:00Z,10YSE-1--------K,MAW,B19,2459
2022-01-04T20:00+00:00Z,2022-01-04T21:00+00:00Z,10YSE-1--------K,MAW,B19,2454
2022-01-04T21:00+00:00Z,2022-01-04T22:00+00:00Z,10YSE-1--------K,MAW,B19,2331
2022-01-04T22:00+00:00Z,2022-01-04T23:00+00:00Z,10YSE-1--------K,MAW,B19,2242
2022-01-04T23:00+00:00Z,2022-01-05T00:00+00:00Z,10YSE-1--------K,MAW,B19,2253
2022-01-05T00:00+00:00Z,2022-01-05T01:00+00:00Z,10YSE-1--------K,MAW,B19,2269
2022-01-05T01:00+00:00Z,2022-01-05T02:00+00:00Z,10YSE-1--------K,MAW,B19,2283
2022-01-05T02:00+00:00Z,2022-01-05T03:00+00:00Z,10YSE-1--------K,MAW,B19,2232
2022-01-05T03:00+00:00Z,2022-01-05T04:00+00:00Z,10YSE-1--------K,MAW,B19,2285
2022-01-05T04:00+00:00Z,2022-01-05T05:00+00:00Z,10YSE-1--------K,MAW,B19,2311
2022-01-05T05:00+00:00Z,2022-01-05T06:00+00:00Z,10YSE-1--------K,MAW,B19,2304
2022-01-05T06:00+00:00Z,2022-01-05T07:00+00:00Z,10YSE-1--------K,MAW,B19,2137
2022-01-05T07:00+00:00Z,2022-01-05T08:00+00:00Z,10YSE-1--------K,MAW,B19,2162
2022-01-05T08:00+00:00Z,2022-01-05T09:00+00:00Z,10YSE-1--------K,MAW,B19,2105
2022-01-05T09:00+00:00Z,2022-01-05T10:00+00:00Z,10YSE-1--------K,MAW,B19,2116
2022-01-05T10:00+00:00Z,2022-01-05T11:00+00:00Z,10YSE-1--------K,MAW,B19,2142
2022-01-05T11:00+00:00Z,2022-01-05T12:00+00:00Z,10YSE-1--------K,MAW,B19,2400
2022-01-05T12:00+00:00Z,2022-01-05T13:00+00:00Z,10YSE-1--------K,MAW,B19,2736
2022-01-05T13:00+00:00Z,2022-01-05T14:00+00:00Z,10YSE-1--------K,MAW,B19,3030
2022-01-05T14:00+00:00Z,2022-01-05T15:00+00:00Z,10YSE-1--------K,MAW,B19,3277
2022-01-05T15:00+00:00Z,2022-01-05T16:00+00:00Z,10YSE-1--------K,MAW,B19,3487
2022-01-05T16:00+00:00Z,2022-01-05T17:00+00:00Z,10YSE-1--------K,MAW,B19,4106
2022-01-05T17:00+00:00Z,2022-01-05T18:00+00:00Z,10YSE-1--------K,MAW,B19,4584
2022-01-05T18:00+00:00Z,2022-01-05T19:00+00:00Z,10YSE-1--------K,MAW,B19,4871
2022-01-05T19:00+00:00Z,2022-01-05T20:00+00:00Z,10YSE-1--------K,MAW,B19,5053
2022-01-05T20:00+00:00Z,2022-01-05T21:00+00:00Z,10YSE-1--------K,MAW,B19,5343
2022-01-05T21:00+00:00Z,2022-01-05T22:00+00:00Z,10YSE-1--------K,MAW,B19,5568
2022-01-05T22:00+00:00Z,2022-01-05T23:00+00:00Z,10YSE-1--------K,MAW,B19,5712
2022-01-05T23:00+00:00Z,2022-01-06T00:00+00:00Z,10YSE-1--------K,MAW,B19,5761
2022-01-06T00:00+00:00Z,2022-01-06T01:00+00:00Z,10YSE-1--------K,MAW,B19,5802
2022-01-06T01:00+00:00Z,2022-01-06T02:00+00:00Z,10YSE-1--------K,MAW,B19,5842
2022-01-06T02:00+00:00Z,2022-01-06T03:00+00:00Z,10YSE-1--------K,MAW,B19,5870
2022-01-06T03:00+00:00Z,2022-01-06T04:00+00:00Z,10YSE-1--------K,MAW,B19,5768
2022-01-06T04:00+00:00Z,2022-01-06T05:00+00:00Z,10YSE-1--------K,MAW,B19,5648
2022-01-06T05:00+00:00Z,2022-01-06T06:00+00:00Z,10YSE-1--------K,MAW,B19,5489
2022-01-06T06:00+00:00Z,2022-01-06T07:00+00:00Z,10YSE-1--------K,MAW,B19,5783
2022-01-06T07:00+00:00Z,2022-01-06T08:00+00:00Z,10YSE-1--------K,MAW,B19,5650
2022-01-06T08:00+00:00Z,2022-01-06T09:00+00:00Z,10YSE-1--------K,MAW,B19,5501
2022-01-06T09:00+00:00Z,2022-01-06T10:00+00:00Z,10YSE-1--------K,MAW,B19,5307
2022-01-06T10:00+00:00Z,2022-01-06T11:00+00:00Z,10YSE-1--------K,MAW,B19,5199
2022-01-06T11:00+00:00Z,2022-01-06T12:00+00:00Z,10YSE-1--------K,MAW,B19,5048
2022-01-06T12:00+00:00Z,2022-01-06T13:00+00:00Z,10YSE-1--------K,MAW,B19,5066
2022-01-06T13:00+00:00Z,2022-01-06T14:00+00:00Z,10YSE-1--------K,MAW,B19,5029
2022-01-06T14:00+00:00Z,2022-01-06T15:00+00:00Z,10YSE-1--------K,MAW,B19,5141
2022-01-06T15:00+00:00Z,2022-01-06T16:00+00:00Z,10YSE-1--------K,MAW,B19,5137
2022-01-06T16:00+00:00Z,2022-01-06T17:00+00:00Z,10YSE-1--------K,MAW,B19,5115
2022-01-06T17:00+00:00Z,2022-01-06T18:00+00:00Z,10YSE-1--------K,MAW,B19,5035
2022-01-06T18:00+00:00Z,2022-01-06T19:00+00:00Z,10YSE-1--------K,MAW,B19,4904
2022-01-06T19:00+00:00Z,2022-01-06T20:00+00:00Z,10YSE-1--------K,MAW,B19,4809
2022-01-06T20:00+00:00Z,2022-01-06T21:00+00:00Z,10YSE-1--------K,MAW,B19,4544
2022-01-06T21:00+00:00Z,2022-01-06T22:00+00:00Z,10YSE-1--------K,MAW,B19,4387
2022-01-06T22:00+00:00Z,2022-01-06T23:00+00:00Z,10YSE-1--------K,MAW,B19,4046
2022-01-06T23:00+00:00Z,2022-01-07T00:00+00:00Z,10YSE-1--------K,MAW,B19,3766
2022-01-07T00:00+00:00Z,2022-01-07T01:00+00:00Z,10YSE-1--------K,MAW,B19,3436
2022-01-07T01:00+00:00Z,2022-01-07T02:00+00:00Z,10YSE-1--------K,MAW,B19,3106
2022-01-07T02:00+00:00Z,2022-01-07T03:00+00:00Z,10YSE-1--------K,MAW,B19,2961
2022-01-07T03:00+00:00Z,2022-01-07T04:00+00:00Z,10YSE-1--------K,MAW,B19,2886
2022-01-07T04:00+00:00Z,2022-01-07T05:00+00:00Z,10YSE-1--------K,MAW,B19,2883
2022-01-07T05:00+00:00Z,2022-01-07T06:00+00:00Z,10YSE-1--------K,MAW,B19,2831
2022-01-07T06:00+00:00Z,2022-01-07T07:00+00:00Z,10YSE-1--------K,MAW,B19,2789
2022-01-07T07:00+00:00Z,2022-01-07T08:00+00:00Z,10YSE-1--------K,MAW,B19,2820
2022-01-07T08:00+00:00Z,2022-01-07T09:00+00:00Z,10YSE-1--------K,MAW,B19,2917
2022-01-07T09:00+00:00Z,2022-01-07T10:00+00:00Z,10YSE-1--------K,MAW,B19,2916
2022-01-07T10:00+00:00Z,2022-01-07T11:00+00:00Z,10YSE-1--------K,MAW,B19,2738
2022-01-07T11:00+00:00Z,2022-01-07T12:00+00:00Z,10YSE-1--------K,MAW,B19,2592
2022-01-07T12:00+00:00Z,2022-01-07T13:00+00:00Z,10YSE-1--------K,MAW,B19,2348
2022-01-07T13:00+00:00Z,2022-01-07T14:00+00:00Z,10YSE-1--------K,MAW,B19,2242
2022-01-07T14:00+00:00Z,2022-01-07T15:00+00:00Z,10YSE-1--------K,MAW,B19,2143
2022-01-07T15:00+00:00Z,2022-01-07T16:00+00:00Z,10YSE-1--------K,MAW,B19,2116
2022-01-07T16:00+00:00Z,2022-01-07T17:00+00:00Z,10YSE-1--------K,MAW,B19,2129
2022-01-07T17:00+00:00Z,2022-01-07T18:00+00:00Z,10YSE-1--------K,MAW,B19,2143
2022-01-07T18:00+00:00Z,2022-01-07T19:00+00:00Z,10YSE-1--------K,MAW,B19,2228
2022-01-07T19:00+00:00Z,2022-01-07T20:00+00:00Z,10YSE-1--------K,MAW,B19,2374
2022-01-07T20:00+00:00Z,2022-01-07T21:00+00:00Z,10YSE-1--------K,MAW,B19,2400
2022-01-07T21:00+00:00Z,2022-01-07T22:00+00:00Z,10YSE-1--------K,MAW,B19,2552
2022-01-07T22:00+00:00Z,2022-01-07T23:00+00:00Z,10YSE-1--------K,MAW,B19,2675
2022-01-07T23:00+00:00Z,2022-01-08T00:00+00:00Z,10YSE-1--------K,MAW,B19,2761
2022-01-08T00:00+00:00Z,2022-01-08T01:00+00:00Z,10YSE-1--------K,MAW,B19,2903
2022-01-08T01:00+00:00Z,2022-01-08T02:00+00:00Z,10YSE-1--------K,MAW,B19,3038
2022-01-08T02:00+00:00Z,2022-01-08T03:00+00:00Z,10YSE-1--------K,MAW,B19,3075
2022-01-08T03:00+00:00Z,2022-01-08T04:00+00:00Z,10YSE-1--------K,MAW,B19,3027
2022-01-08T04:00+00:00Z,2022-01-08T05:00+00:00Z,10YSE-1--------K,MAW,B19,3006
2022-01-08T05:00+00:00Z,2022-01-08T06:00+00:00Z,10YSE-1--------K,MAW,B19,3061
2022-01-08T06:00+00:00Z,2022-01-08T07:00+00:00Z,10YSE-1--------K,MAW,B19,3143
2022-01-08T07:00+00:00Z,2022-01-08T08:00+00:00Z,10YSE-1--------K,MAW,B19,3116
2022-01-08T08:00+00:00Z,2022-01-08T09:00+00:00Z,10YSE-1--------K,MAW,B19,3092
2022-01-08T09:00+00:00Z,2022-01-08T10:00+00:00Z,10YSE-1--------K,MAW,B19,3093
2022-01-08T10:00+00:00Z,2022-01-08T11:00+00:00Z,10YSE-1--------K,MAW,B19,2969
2022-01-08T11:00+00:00Z,2022-01-08T12:00+00:00Z,10YSE-1--------K,MAW,B19,2801
2022-01-08T12:00+00:00Z,2022-01-08T13:00+00:00Z,10YSE-1--------K,MAW,B19,2692
2022-01-08T13:00+00:00Z,2022-01-08T14:00+00:00Z,10YSE-1--------K,MAW,B19,2611
2022-01-08T14:00+00:00Z,2022-01-08T15:00+00:00Z,10YSE-1--------K,MAW,B19,2416
2022-01-08T15:00+00:00Z,2022-01-08T16:00+00:00Z,10YSE-1--------K,MAW,B19,2252
2022-01-08T16:00+00:00Z,2022-01-08T17:00+00:00Z,10YSE-1--------K,MAW,B19,2155
2022-01-08T17:00+00:00Z,2022-01-08T18:00+00:00Z,10YSE-1--------K,MAW,B19,2090
2022-01-08T18:00+00:00Z,2022-01-08T19:00+00:00Z,10YSE-1--------K,MAW,B19,1952
2022-01-08T19:00+00:00Z,2022-01-08T20:00+00:00Z,10YSE-1--------K,MAW,B19,1624
2022-01-08T20:00+00:00Z,2022-01-08T21:00+00:00Z,10YSE-1--------K,MAW,B19,1473
2022-01-08T21:00+00:00Z,2022-01-08T22:00+00:00Z,10YSE-1--------K,MAW,B19,1375
2022-01-08T22:00+00:00Z,2022-01-08T23:00+00:00Z,10YSE-1--------K,MAW,B19,1357
2022-01-08T23:00+00:00Z,2022-01-09T00:00+00:00Z,10YSE-1--------K,MAW,B19,1328
2022-01-09T00:00+00:00Z,2022-01-09T01:00+00:00Z,10YSE-1--------K,MAW,B19,1314
2022-01-09T01:00+00:00Z,2022-01-09T02:00+00:00Z,10YSE-1--------K,MAW,B19,1375
2022-01-09T02:00+00:00Z,2022-01-09T03:00+00:00Z,10YSE-1--------K,MAW,B19,1436
2022-01-09T03:00+00:00Z,2022-01-09T04:00+00:00Z,10YSE-1--------K,MAW,B19,1523
2022-01-09T04:00+00:00Z,2022-01-09T05:00+00:00Z,10YSE-1--------K,MAW,B19,1551
2022-01-09T05:00+00:00Z,2022-01-09T06:00+00:00Z,10YSE-1--------K,MAW,B19,1633
2022-01-09T06:00+00:00Z,2022-01-09T07:00+00:00Z,10YSE-1--------K,MAW,B19,1747
2022-01-09T07:00+00:00Z,2022-01-09T08:00+00:00Z,10YSE-1--------K,MAW,B19,1816
2022-01-09T08:00+00:00Z,2022-01-09T09:00+00:00Z,10YSE-1--------K,MAW,B19,1844
2022-01-09T09:00+00:00Z,2022-01-09T10:00+00:00Z,10YSE-1--------K,MAW,B19,1873
2022-01-09T10:00+00:00Z,2022-01-09T11:00+00:00Z,10YSE-1--------K,MAW,B19,1874
2022-01-09T11:00+00:00Z,2022-01-09T12:00+00:00Z,10YSE-1--------K,MAW,B19,1899
2022-01-09T12:00+00:00Z,2022-01-09T13:00+00:00Z,10YSE-1--------K,MAW,B19,1992
2022-01-09T13:00+00:00Z,2022-01-09T14:00+00:00Z,10YSE-1--------K,MAW,B19,2101
2022-01-09T14:00+00:00Z,2022-01-09T15:00+00:00Z,10YSE-1--------K,MAW,B19,2102
2022-01-09T15:00+00:00Z,2022-01-09T16:00+00:00Z,10YSE-1--------K,MAW,B19,2164
2022-01-09T16:00+00:00Z,2022-01-09T17:00+00:00Z,10YSE-1--------K,MAW,B19,2128
2022-01-09T17:00+00:00Z,2022-01-09T18:00+00:00Z,10YSE-1--------K,MAW,B19,2085
2022-01-09T18:00+00:00Z,2022-01-09T19:00+00:00Z,10YSE-1--------K,MAW,B19,2041
2022-01-09T19:00+00:00Z,2022-01-09T20:00+00:00Z,10YSE-1--------K,MAW,B19,2072
2022-01-09T20:00+00:00Z,2022-01-09T21:00+00:00Z,10YSE-1--------K,MAW,B19,2058
2022-01-09T21:00+00:00Z,2022-01-09T22:00+00:00Z,10YSE-1--------K,MAW,B19,2044
2022-01-09T22:00+00:00Z,2022-01-09T23:00+00:00Z,10YSE-1--------K,MAW,B19,2053
2022-01-09T23:00+00:00Z,2022-01-10T00:00+00:00Z,10YSE-1--------K,MAW,B19,2063
2022-01-10T00:00+00:00Z,2022-01-10T01:00+00:00Z,10YSE-1--------K,MAW,B19,2098
2022-01-10T01:00+00:00Z,2022-01-10T02:00+00:00Z,10YSE-1--------K,MAW,B19,2152
2022-01-10T02:00+00:00Z,2022-01-10T03:00+00:00Z,10YSE-1--------K,MAW,B19,2281
2022-01-10T03:00+00:00Z,2022-01-10T04:00+00:00Z,10YSE-1--------K,MAW,B19,2351
2022-01-10T04:00+00:00Z,2022-01-10T05:00+00:00Z,10YSE-1--------K,MAW,B19,2375
2022-01-10T05:00+00:00Z,2022-01-10T06:00+00:00Z,10YSE-1--------K,MAW,B19,2300
2022-01-10T06:00+00:00Z,2022-01-10T07:00+00:00Z,10YSE-1--------K,MAW,B19,2291
2022-01-10T07:00+00:00Z,2022-01-10T08:00+00:00Z,10YSE-1--------K,MAW,B19,2231
2022-01-10T08:00+00:00Z,2022-01-10T09:00+00:00Z,10YSE-1--------K,MAW,B19,2231
2022-01-10T09:00+00:00Z,2022-01-10T10:00+00:00Z,10YSE-1--------K,MAW,B19,2286
2022-01-10T10:00+00:00Z,2022-01-10T11:00+00:00Z,10YSE-1--------K,MAW,B19,2443
2022-01-10T11:00+00:00Z,2022-01-10T12:00+00:00Z,10YSE-1--------K,MAW,B19,2410
2022-01-10T12:00+00:00Z,2022-01-10T13:00+00:00Z,10YSE-1--------K,MAW,B19,2422
2022-01-10T13:00+00:00Z,2022-01-10T14:00+00:00Z,10YSE-1--------K,MAW,B19,2573
2022-01-10T14:00+00:00Z,2022-01-10T15:00+00:00Z,10YSE-1--------K,MAW,B19,2810
2022-01-10T15:00+00:00Z,2022-01-10T16:00+00:00Z,10YSE-1--------K,MAW,B19,3134
2022-01-10T16:00+00:00Z,2022-01-10T17:00+00:00Z,10YSE-1--------K,MAW,B19,3348
2022-01-10T17:00+00:00Z,2022-01-10T18:00+00:00Z,10YSE-1--------K,MAW,B19,3566
2022-01-10T18:00+00:00Z,2022-01-10T19:00+00:00Z,10YSE-1--------K,MAW,B19,3819
2022-01-10T19:00+00:00Z,2022-01-10T20:00+00:00Z,10YSE-1--------K,MAW,B19,4153
2022-01-10T20:00+00:00Z,2022-01-10T21:00+00:00Z,10YSE-1--------K,MAW,B19,4412
2022-01-10T21:00+00:00Z,2022-01-10T22:00+00:00Z,10YSE-1--------K,MAW,B19,4873
2022-01-10T22:00+00:00Z,2022-01-10T23:00+00:00Z,10YSE-1--------K,MAW,B19,5275
2022-01-10T23:00+00:00Z,2022-01-11T00:00+00:00Z,10YSE-1--------K,MAW,B19,5563
2022-01-11T00:00+00:00Z,2022-01-11T01:00+00:00Z,10YSE-1--------K,MAW,B19,5658
2022-01-11T01:00+00:00Z,2022-01-11T02:00+00:00Z,10YSE-1--------K,MAW,B19,5764
2022-01-11T02:00+00:00Z,2022-01-11T03:00+00:00Z,10YSE-1--------K,MAW,B19,5767
2022-01-11T03:00+00:00Z,2022-01-11T04:00+00:00Z,10YSE-1--------K,MAW,B19,5793
2022-01-11T04:00+00:00Z,2022-01-11T05:00+00:00Z,10YSE-1--------K,MAW,B19,5841
2022-01-11T05:00+00:00Z,2022-01-11T06:00+00:00Z,10YSE-1--------K,MAW,B19,5745
2022-01-11T06:00+00:00Z,2022-01-11T07:00+00:00Z,10YSE-1--------K,MAW,B19,5779
2022-01-11T07:00+00:00Z,2022-01-11T08:00+00:00Z,10YSE-1--------K,MAW,B19,5876
2022-01-11T08:00+00:00Z,2022-01-11T09:00+00:00Z,10YSE-1--------K,MAW,B19,6071
2022-01-11T09:00+00:00Z,2022-01-11T10:00+00:00Z,10YSE-1--------K,MAW,B19,6061
2022-01-11T10:00+00:00Z,2022-01-11T11:00+00:00Z,10YSE-1--------K,MAW,B19,6012
2022-01-11T11:00+00:00Z,2022-01-11T12:00+00:00Z,10YSE-1--------K,MAW,B19,6087
2022-01-11T12:00+00:00Z,2022-01-11T13:00+00:00Z,10YSE-1--------K,MAW,B19,6034
2022-01-11T13:00+00:00Z,2022-01-11T14:00+00:00Z,10YSE-1--------K,MAW,B19,5899
2022-01-11T14:00+00:00Z,2022-01-11T15:00+00:00Z,10YSE-1--------K,MAW,B19,5798
2022-01-11T15:00+00:00Z,2022-01-11T16:00+00:00Z,10YSE-1--------K,MAW,B19,5697
2022-01-11T16:00+00:00Z,2022-01-11T17:00+00:00Z,10YSE-1--------K,MAW,B19,5653
